col0,col1,col2,col3,col4
Fukui Prefectural Wakasa Library & Life-Long Learning Center,Japan,prefectural library of Japan,1989-06-02,Obama
Kanagawa Prefectural Kawasaki Library,Japan,prefectural library of Japan,1958-01-01,Kawasaki
Saitama Prefectural Kawagoe Library,Japan,prefectural library of Japan,1975-10-01,Kawagoe
Saitama Prefectural Kuki Library,Japan,prefectural library of Japan,1980-06-01,Kuki
Saitama Prefectural Kumagaya Library,Japan,prefectural library of Japan,1970-04-01,Kumagaya
Saitama Prefectural Urawa Library,Japan,prefectural library of Japan,1922-10-01,Urawa-ku
Ashikaga Municipal Library,Japan,prefectural library of Japan,1980-01-01,Ashikaga
Gunma Prefectural Braille Library,Japan,prefectural library of Japan,1971-05-01,Maebashi
Tottori Kenritsu Tottori Toshokan,Japan,prefectural library of Japan,1931-01-01,Tottori
Shizuoka Prefectural Central Library,Japan,prefectural library of Japan,1925-04-01,Suruga-ku
Aomori Prefectural Library,Japan,prefectural library of Japan,1928-04-12,Aomori
Gunma Prefectural Library,Japan,prefectural library of Japan,1953-09-10,Maebashi
Akita Prefectural Library,Japan,prefectural library of Japan,1899-04-01,Akita
Fukui Prefectural Library,Japan,prefectural library of Japan,1950-04-01,Fukui
Kanagawa Prefectural Library,Japan,prefectural library of Japan,1954-11-01,Kanagawa Prefecture
