col0,col1,col2,col3
Molodyozhny Urban Okrug,"Molodyozhny, Moscow Oblast",Russia,2849
ZATO Solnechny,"Solnechny, Krasnoyarsk Krai",Russia,9950
Village of Uglegorsk,Tsiolkovsky,Russia,6535
Vlasikha Urban Okrug,"Vlasikha, Moscow Oblast",Russia,25952
Lokomotivny Urban Okrug,Lokomotivny,Russia,8493
Krasnobrodsky Urban Okrug,Krasnobrodsky,Russia,14282
Sibirsky Urban Okrug,"Sibirsky, Altai Krai",Russia,11996
Zvyozdny gorodok Urban Okrug,Zvyozdny gorodok,Russia,5426
Voskhod Urban Okrug,Voskhod,Russia,1866
Yarovoye Urban Okrug,Yarovoye,Russia,18092
Yuzhnouralsk Urban Okrug,Yuzhnouralsk,Russia,37879
Elektrostal Urban Okrug,Elektrostal,Russia,166234
Elektrogorsk Urban Okrug,Elektrogorsk,Russia,22950
Cheremkhovo Urban Okrug,Cheremkhovo,Russia,50819
