col0,col1,col2,col3
Oregon State Library,1905-01-01,Oregon,Salem
State Library of Kansas,1855-01-01,Kansas,Topeka
Kansas Historical Society,1875-01-01,Kansas,Topeka
State Library of Iowa,1838-01-01,Iowa,Des Moines
Montana State Library,1894-01-01,Montana,Helena
South Carolina State Library,1969-01-01,South Carolina,Columbia
Idaho Commission for Libraries,1901-01-01,Idaho,Boise
Oklahoma Department of Libraries,1907-01-01,Oklahoma,Oklahoma City
Delaware Division of Libraries,1956-01-01,Delaware,Dover
Connecticut State Library,1854-01-01,Connecticut,Hartford
Arkansas Department of Heritage,1975-01-01,Arkansas,Little Rock
Arkansas State Library,1979-01-01,Arkansas,Little Rock
Illinois State Library,1839-01-01,Illinois,Springfield
Maryland Office of the Secretary of State,1838-01-01,Maryland,Annapolis
New Hampshire State Library,1717-01-25,New Hampshire,Concord
Utah State Library,1957-01-01,Utah,Salt Lake City
Utah State Historical Society,1897-01-01,Utah,Salt Lake City
Tennessee State Library and Archives,1854-01-01,Tennessee,Nashville
California State Library,1850-01-01,California,Sacramento
State Library of Ohio,1817-01-01,Ohio,Columbus
