col0,col1,col2,col3
A.S.D. Akragas Calcio,Franco Scoglio,Enel,1939-01-01
JK Tallinna Kalev,Aleksandr Dmitrijev,Värska Rural Municipality,1911-01-01
Grenoble Foot 38,Philippe Hinschberger,Carrefour,1892-01-01
Bayer 04 Leverkusen,Peter Bosz,Siemens,1904-01-01
Olympique de Marseille,André Villas-Boas,Uber Eats,1899-08-31
Estudiantes de La Plata,Gabriel Milito,DirecTV Sports,1905-08-04
Shanghai SIPG F.C.,Sven-Göran Eriksson,Shanghai International Port,2005-12-25
Heart of Midlothian F.C.,Craig Levein,Save the Children,1874-01-01
Arsenal F.C.,Mikel Arteta,Emirates,1886-01-01
Red Star Belgrade,Dejan Stanković,Gazprom,1945-03-04
D.C. United,Piotr Nowak,Volkswagen,1994-01-01
Chelsea F.C.,Frank Lampard,Yokohama Rubber Company,1905-03-10
Eintracht Frankfurt,Adolf Hitler,Indeed,1899-03-08
Montreal Impact,Thierry Henry,Bank of Montreal,2010-01-01
Al Sadd Sports Club,Xavi,Qatar Airways,1969-10-21
Real Madrid CF,Zinedine Zidane,Emirates,1902-03-06
Manchester United F.C.,Ole Gunnar Solskjær,Chevrolet,1875-01-01
Inter Milan,Antonio Conte,Lenovo,1908-03-09
Liverpool F.C.,Jürgen Klopp,Standard Chartered,1892-06-03
Clube Náutico Capibaribe,Silas Pereira,Royal Portuguese Charity Hospital,1901-01-01
