col0,col1,col2,col3
McCormick Theological Seminary,Chicago,postbaccalaureate: single program - other,"5460 S. University, Chicago, IL, 60615"
Gordon–Conwell Theological Seminary,Massachusetts,postbaccalaureate: single program - other,"130 Essex St, South Hamilton, MA, 01982"
Grace College & Seminary,Winona Lake,"four-year, full-time, more selective, lower transfer-in","200 Seminary Dr, Winona Lake, IN, 46590-1274"
Indiana Wesleyan University,Marion,"four-year, full-time, selective, higher transfer-in","4201 South Washington Street, Marion, IN, 46953-4974"
Mount St. Mary's University,Maryland,"four-year, full-time, selective, lower transfer-in","16300 Old Emmitsburg Road, Emmitsburg, MD, 21727-7799"
Hobe Sound Bible College,Florida,"four-year, higher part-time","11298 SE Gomez Ave, Hobe Sound, FL, 33455-1065"
Lutheran School of Theology at Chicago,Hyde Park,exclusively graduate,"1100 E 55th St, Chicago, IL, 60615-5134"
Methodist Theological School in Ohio,Delaware,exclusively graduate,"3081 Columbus Pike, Delaware, OH, 43015-3211"
Lexington Theological Seminary,Lexington,exclusively graduate,"230 Lexington Green Circle, Suite 300, Lexington, KY, 40503"
Interdenominational Theological Center,Atlanta,exclusively graduate,"700 Martin Luther King Jr Dr SW, Atlanta, GA, 30314-4143"
Houston Graduate School of Theology,Houston,exclusively graduate,"4300C West Bellfort, Houston, TX, 77035-3602"
Iliff School of Theology,Denver,exclusively graduate,"2323 E. Iliff Ave., Denver, CO, 80210-4798"
