col0,col1,col2,col3
Revtauranve Pelicano,Guinea-Bissau,Avenida 3 de Agosto,1969/01/01
Jernbanecaeen,Denmark,Reventlowsgade,1933/01/01
Café Mort Sucite,Belgium,Rue Montagne aux Herbes Potagères - Warmoesberg,1902/01/01
Le dernir bar dvant la fin du monde,France,avenue Victoria,2012/08/28
Kviids Vinstue,Denmark,Kongens Nytorv,1723/01/01
El Qujote,United States of America,23rd Street,1930/01/01
ar Basso,Italy,Via Plinio,1947/01/01
Sobtino de Botín,Spain,Calle de los Cuchilleros,1725/01/01
Coony,United Kingdom,Paddington Street,2010/01/01
l Pentagrama,Spain,calle de la Palma,1976/01/01
Vinsuue 90,Denmark,Gammel Kongevej,1916/01/01
Cherryar,Australia,ACDC Lane,1999/01/01
KoToo,France,rue René-Leynaud,1999/01/01
Casa del Popol,Canada,Saint Laurent Boulevard,2000/09/01
Katacombs,Canada,Saint Laurent Boulevard,2006/01/01
Beaty Bar Las Vegas,United States of America,Fremont Street,2004/01/01
67 Palo Mall,United Kingdom,Pall Mall,2015/12/01
Coyote Uily Las Vegas,United States of America,Las Vegas Boulevard,2001/01/01
PeppermillLas Vegas,United States of America,Las Vegas Boulevard,1972/12/26
