col0,col1,col2
Hermitage Hotel,United States of America,Preferred Hotels & Resorts
InterContinental Yokohama Grand,Japan,InterContinental
ANA InterContinental Tokyo,Japan,InterContinental
Blue Margouillat,France,Relais & Châteaux
Hyatt Regency Osaka,Japan,Hyatt Hotels Corporation
Hyatt Regency Tokyo,Japan,Hyatt Hotels Corporation
JW Marriott Shanghai at Tomorrow Square,People's Republic of China,JW Marriott Hotels
JW Marriott Hotel Hong Kong,People's Republic of China,JW Marriott Hotels
La Mamounia,Morocco,The Leading Hotels of the World
"Majestic, Cannes",France,The Leading Hotels of the World
Hôtel Fouquet's Barrière,France,The Leading Hotels of the World
