col0,col1,col2,col3,col4
Xota FS,Spain,Primera División de Futsal,futsal,Irurtzun
Fundação Jorge Antunes,Portugal,Liga Portuguesa de Futsal,futsal,Vizela
Carnicer Torrejón FS,Spain,Segunda División de Futsal,futsal,Torrejón de Ardoz
Inter FS,Spain,Primera División de Futsal,association football,Torrejón de Ardoz
Araz Naxçivan,Azerbaijan,Azerbaijan Premier League,futsal,Nakhchivan
Pescadola Machida,Japan,F. League,futsal,Machida
A.S. Augusta,Italy,Serie A,futsal,Augusta
FC Vaslui,Romania,Liga IV,association football,Vaslui
Castilla-La Mancha FS,Spain,LNFS,futsal,Talavera de la Reina
FS Cartagena,Spain,Segunda División de Futsal,futsal,Cartagena
Uragan Ivano-Frankivsk,Ukraine,Extra-Liga,futsal,Ivano-Frankivsk
Győri ETO Futsal Club,Hungary,Nemzeti Bajnokság I,futsal,Győr
AGOVV Apeldoorn,Netherlands,Tweede Klasse,association football,Apeldoorn
