col0,col1,col2
Espérance Sportive de Tunis,volleyball,Tunis
Center Ester Volleyball,volleyball,Naples
Lotos Trefl Gdańsk,volleyball,Gdańsk
Grenoble Volley Université Club,volleyball,Grenoble
CJD Feuerbach,volleyball,Stuttgart
OK Nova KBM Branik,volleyball,Maribor
VC Yenisey Krasnoyarsk,volleyball,Krasnoyarsk
VC Avtomobilist Saint Petersburg,volleyball,Saint Petersburg
Rennes Volley 35,volleyball,Rennes
Volley Milan,volleyball,Milan
ASUL Lyon Volley-Ball,volleyball,Lyon
Universal Volley Modena,volleyball,Modena
Valencianas de Juncos,volleyball,Juncos
Llaneras de Toa Baja,volleyball,Toa Baja
Plataneros de Corozal,volleyball,Corozal
Pinkin de Corozal,volleyball,Corozal
Penn State Nittany Lions women's volleyball,volleyball,State College
Leonas de Ponce,volleyball,Ponce
Lancheras de Cataño,volleyball,Cataño
