col0,col1,col2,col3
TNT,TNT,1982-01-01,Trondheim
Slaughter,Slaughter,1988-01-01,Las Vegas
Trouble,Trouble,1979-01-01,Aurora
Nektar,Nektar,1969-01-01,Hamburg
Big Country,Bryant Reeves,1981-01-01,Dunfermline
Feeder,feeder fishing,1994-01-01,Newport
Black Jack,The Fire,2006-01-01,Los Ángeles
Evermore,Evermore,1999-01-01,Feilding
Hinder,Hinder,2001-01-01,Oklahoma City
Traffic,Traffic,1967-01-01,Birmingham
DDT,DDT,1980-01-01,Ufa
Indochine,Indochine,1981-01-01,Paris
Hollywood Rose,Hollywood Rose,1983-01-01,Los Angeles
The Firm,The Firm,1984-01-01,England
The Ides of March,Ides of March,1966-01-01,Berwyn
The Honeydrippers,The Honey Drippers,1981-01-01,Worcestershire
Family,Family,1966-01-01,Leicester
Kane,Kane,1998-01-01,The Hague
Los Hermanos,Los Hermanos,1997-01-01,Rio de Janeiro
Duman,Duman,1999-01-01,Istanbul
