col0,col1,col2
National Hispanic Institute,"Maxwell, Texas","Maxwell, Texas"
Coastal & Marine Union,Leiden,Leiden
CANZUK International,Vancouver,Vancouver
International Vaccine Institute,Seoul,Seoul
World Cultural Council,Mexico City,Mexico City
Football Supporters Europe,Hamburg,Hamburg
Musicians without Borders,Alkmaar,Amsterdam
Sunni Students Council,Kozhikode,Kerala
StatPro Group,London,United Kingdom
International Federation of Accountants,Geneva,Munich
European Banking Federation,Brussels,Brussels-Capital Region
Women's International Zionist Organization,Tel Aviv,Tel Aviv
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Canton of Geneva,Canton of Geneva
International Association of Geodesy,Munich,Munich
International Federation of University Women,Geneva,Geneva
Pax Romana,Geneva,Geneva
FDI World Dental Federation,Geneva,Geneva
International Commission on Mathematical Instruction,Berlin,Berlin
Khmers Kampuchea-Krom Federation,New Jersey,Pennsauken Township
