col0,col1,col2,col3,col4
Ike & Tina Turner,United States of America,Grammy Award for Best R&B Performance by a Duo or Group with Vocals,Warner Bros. Records,musical duo
Kon Kan,Canada,Juno Award for Dance Recording of the Year,Warner Music Group,musical duo
DJ Jazzy Jeff & The Fresh Prince,United States of America,MTV Video Music Award for Best Direction,Jive,musical duo
TV Rock,Australia,ARIA Award for Best Dance Release,Warner Music Group,musical duo
Chino & Nacho,Venezuela,Latin Grammy Award for Best Tropical Song,Machete Music,musical duo
Tha Dogg Pound,United States of America,Grammy Award for Best Rap Performance by a Duo or Group,Death Row Records,musical duo
Captain & Tennille,United States of America,Grammy Award for Best Pop Performance by a Duo or Group with Vocals,A&M Records,musical duo
Ike & Tina Turner,United States of America,Grammy Award for Best R&B Performance by a Duo or Group with Vocals,Warner Bros. Records,married couple
Captain & Tennille,United States of America,Grammy Award for Best Pop Performance by a Duo or Group with Vocals,A&M Records,married couple
The Judds,United States of America,American Music Award for Favorite Country Album,RCA Records,musical duo
