col0,col1,col2
"Consulate General of New Zealand, Hong Kong","6501 Central Plaza, 18 Harbour Road, Wanchai, Hong Kong",Hong Kong
"Consulate General of the United Arab Emirates, Mumbai","Bungalow No.7, Jolly Maker Apartments-1, OPP Worls Trade Center, Cuffe Parade, Colaba, Mumbai-400005",India
"Consulate General of the United Arab Emirates, Kerala","Near Fort Police Station, Survey No. 16/1,17 Muttathara Village, Manacaud, Thiruvananthapuram, Kerala 695009",India
"Consulate General of the United Arab Emirates, Melbourne","Level 4 470 Collins Street, Melbourne VIC 3000",Australia
"Consulate General of India, Sydney","Level 1, 265 Castlereagh Street Sydney, NSW 2000 Australia",Australia
"Consulate General of India, Perth","Lots 70-74, Level 6, 12 St. Georges Terrace, Perth WA 6000",Australia
"Consulate General of India, Melbourne","344, St. Kilda Road, Melbourne, Victoria 3000, Australia",Australia
"Consulate General of New Zealand, Shanghai","2801-2802A & 2806B-2810, Corporate Avenue 5150 Hu Bin Road, Huangpu District 200021, Shanghai",People's Republic of China
"Consulate General of New Zealand, Guangzhou","Tianhe Road, Guangzhou Tianhe District",People's Republic of China
"Consulate General of New Zealand, Chengdu","Section 2, Renmin South Road",People's Republic of China
"Consulate General of New Zealand, Honolulu","733 Bishop Street, 96813 Honolulu, Hawaii",United States of America
Consulate General of El Salvador in Los Angeles,"3250 Wilshire Boulevard, Suite #550, Los Angeles, California",United States of America
Consulate General of El Salvador in San Francisco,507 Polk St #280,United States of America
"Consulate General of Hungary, New York",223 East 52nd Street,United States of America
"Consulate-General of Brazil, Tokyo","Ichigo Gotanda Bldg. 2F Higashi Gotanda 1-13-12, Shinagawa-ku, Tokyo",Japan
"Consulate-General of Brazil, Hamamatsu","Motoshiro-cho Kyodo Bldg. 1F, Motoshiro-cho 115-10, Naka-ku, Hamamatsu, Shizuoka, 430-0946",Japan
"Consulate-General of Brazil, Nagoya","460-0002 Aichi-ken, Nagoya-shi, Naka-ku, Marunouchi 1-10-29 Shirakawa 8th Bldg. 2F",Japan
"Consulate-General of Peru, Tokyo","Ichigo Gotanda Bldg. 6F Higashi Gotanda 1-13-12, Shinagawa-ku, Tokyo",Japan
Consulate General of Poland in Guangzhou,"Shamian Dajie 63, Liwan District",People's Republic of China
