col0,col1,col2
Hase-dera,Eleven-faced Guanyin,Bandō Sanjūsankasho
Kōfuku-ji,Shaka Nyorai,Saigoku Kannon Pilgrimage
Ishiyama-dera,Cintāmaṇicakra,Saigoku Kannon Pilgrimage
Daigo-ji,Bhaisajyaguru,Saigoku Kannon Pilgrimage
Saidai-ji,Shaka Nyorai,Nanto Shichi Daiji
Rinnō-ji,Amitābha,Shrines and Temples of Nikkō
Tenryū-ji,Shaka Nyorai,Historic Monuments of Ancient Kyoto
Ninna-ji,Amitābha,Historic Monuments of Ancient Kyoto
Hase-dera,Eleven-faced Guanyin,Saigoku Kannon Pilgrimage
Mii-dera,Maitreya,Saigoku Kannon Pilgrimage
Seiganto-ji,Cintāmaṇicakra,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range
Kimpusen-ji,Zaō Gongen,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range
Kongōbu-ji,Bhaisajyaguru,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range
Banna-ji,Vairocana,100 Fine Castles of Japan
Enpuku-ji,Eleven-faced Guanyin,Bandō Sanjūsankasho
Engyō-ji,Cintāmaṇicakra,Saigoku Kannon Pilgrimage
Hogon-ji Temple,Benzaiten,Saigoku Kannon Pilgrimage
Ōminesan-ji,Zaō Gongen,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range
Chūson-ji,Shaka Nyorai,Historic Monuments and Sites of Hiraizumi
