col0,col1,col2,col3,col4,col5
Marylhurst University,Oregon,1893-01-01,private not-for-profit educational institution,United States of America,master's colleges and universities: larger programs
Cottey College,Nevada,1884-01-01,private not-for-profit educational institution,United States of America,baccalaureate/associate's colleges: mixed baccalaureate/associate's
Mount Holyoke College,Massachusetts,1837-01-01,private not-for-profit educational institution,United States of America,baccalaureate colleges: arts and sciences focus
Bryn Mawr College,Bryn Mawr,1885-01-01,private not-for-profit educational institution,United States of America,baccalaureate colleges: arts and sciences focus
Wellesley College,Wellesley,1870-01-01,private not-for-profit educational institution,United States of America,baccalaureate colleges: arts and sciences focus
Smith College,Massachusetts,1871-01-01,private not-for-profit educational institution,United States of America,baccalaureate colleges: arts and sciences focus
Mount Holyoke College,Massachusetts,1837-01-01,liberal arts college in the United States,United States of America,baccalaureate colleges: arts and sciences focus
Marylhurst University,Oregon,1893-01-01,women's college,United States of America,master's colleges and universities: larger programs
Cottey College,Nevada,1884-01-01,women's college,United States of America,baccalaureate/associate's colleges: mixed baccalaureate/associate's
Mount Holyoke College,Massachusetts,1837-01-01,women's college,United States of America,baccalaureate colleges: arts and sciences focus
Bryn Mawr College,Bryn Mawr,1885-01-01,women's college,United States of America,baccalaureate colleges: arts and sciences focus
Wellesley College,Wellesley,1870-01-01,women's college,United States of America,baccalaureate colleges: arts and sciences focus
Smith College,Massachusetts,1871-01-01,women's college,United States of America,baccalaureate colleges: arts and sciences focus
