col0,col1,col2,col3
Heavy Attack Squadron 123,Heavy Attack Squadron ONE HUNDRED TWENTY THREE,1971-02-01,1957-06-15
Attack Squadron 96,Attack Squadron NINETY SIX,1958-04-10,1956-06-30
Attack Squadron 95,Attack Squadron NINETY FIVE,1949-11-30,1943-10-15
Attack Squadron 94,Attack Squadron NINE A,1949-11-30,1943-07-01
Attack Squadron 93,Attack Squadron NINETY THREE,1986-08-31,1952-03-26
Attack Squadron 84,Attack Squadron EIGHTY FOUR,1949-11-29,1948-09-15
Attack Squadron 776,Reserve Attack Squadron SEVEN HUNDRED SEVENTY SIX,t190099272,t190099326
Attack Squadron 76,Attack Squadron SEVENTY SIX,1969-09-30,1955-06-01
Attack Squadron 75,Attack Squadron SEVENTY FIVE,1949-11-30,1943-07-20
Attack Squadron 72,Attack Squadron SEVENTY TWO,1991-06-30,1945-01-25
Attack Squadron 56,Attack Squadron FIFTY SIX,1986-08-31,1956-06-04
Attack Squadron 55,Attack Squadron FIFTY FIVE,1975-12-12,1943-02-15
Attack Squadron 54,Bombing Squadron FOUR,1949-12-01,1928-07-03
Attack Squadron 52,Attack Squadron FIFTY TWO,1995-03-01,1949-11-01
Attack Squadron 45,Attack Squadron FORTY FIVE,1950-06-08,1945-06-01
