col0,col1,col2,col3,col4
villa Georgina,1892-01-01,2.5,rue Taclet,20th arrondissement of Paris
villa Amalia,1892-01-01,3.0,rue de la Liberté,19th arrondissement of Paris
villa Eugène-Leblanc,1913-01-01,3.0,rue de Bellevue,19th arrondissement of Paris
villa Jules-Laforgue,1926-01-01,3.0,rue Miguel-Hidalgo,19th arrondissement of Paris
villa Claude-Monet,1928-01-01,4.8,rue François-Pinton,19th arrondissement of Paris
villa Dancourt,1933-01-01,7.0,boulevard Marguerite-de-Rochechouart,18th arrondissement of Paris
villa Guizot,1819-01-01,3.0,rue des Acacias,17th arrondissement of Paris
villa Eugène-Manuel,1929-01-01,11.5,rue Eugène-Manuel,16th arrondissement of Paris
villa Copernic,1890-01-01,6.0,rue Copernic,16th arrondissement of Paris
villa Chanez,1930-01-01,10.0,rue Chanez,16th arrondissement of Paris
villa Dufresne,1885-01-01,4.0,boulevard Murat,16th arrondissement of Paris
villa Claude-Lorrain,1887-01-01,2.2,avenue de la Frillière,16th arrondissement of Paris
villa Cheysson,1887-01-01,2.3,avenue Georges-Risler,16th arrondissement of Paris
villa Herran,1867-01-01,6.0,rue de la Pompe,16th arrondissement of Paris
villa Guibert,1895-01-01,5.0,rue de la Tour,16th arrondissement of Paris
