col0,col1,col2,col3,col4
Institute for Clinical Acupuncture and Oriental Medicine,"100 N. Beretania Street, Suite 203B, Honolulu, HI, 96817",Honolulu,1996-01-01,special focus four-year: other health professions schools
Institute of Transpersonal Psychology,"1069 East Meadow Cr, Palo Alto, CA, 94303",California,1975-01-01,special focus four-year: other health professions schools
Intellitec Medical Institute,"6805 Corporate Drive, Suite 100, Colorado Springs, CO, 80919",Fort Collins,1987-01-01,special focus two-year colleges: health professions
International Business College,"5699 Coventry Lane, Fort Wayne, IN, 46804-7145",Fort Wayne,1889-01-01,baccalaureate/associate's colleges: mixed baccalaureate/associate's
Hesser College,"3 Sundial Ave, Manchester, NH, 03103-9969",Manchester,1900-01-01,baccalaureate/associate's colleges: mixed baccalaureate/associate's
Huntington Junior College,"900 Fifth Ave, Huntington, WV, 25701",Huntington,1936-01-01,associate's colleges: high career & technical-high nontraditional
MTI College,"5221 Madison Avenue, Sacramento, CA, 95841-9817",Sacramento,1965-01-01,associate's colleges: high career & technical-high nontraditional
New Castle School of Trades,"4117 Pulaksi Road, New Castle, PA, 16101",New Castle,1945-01-01,associate's colleges: high career & technical-mixed traditional/nontraditional
Las Vegas College,"170 North Stephaine Suite 145, Henderson, NV, 89074",Nevada,1979-01-01,associate's colleges: high career & technical-mixed traditional/nontraditional
International Academy of Design & Technology – Sacramento,"2450 Del Paso Road-St 250, Sacramento, CA, 95834",Sacramento,2005-01-01,"special focus four-year: arts, music and design schools"
University of Advancing Technology,"2625 W Baseline Rd, Tempe, AZ, 85283",Tempe,1983-01-01,special focus four-year: other technology-related schools
TESST College of Technology,"1520 South Caton Ave, Baltimore, MD, 21227-1063",Baltimore,1957-01-01,special focus two-year colleges: technical professions
Hickey College,"2700 N. Lindbergh Blvd., Saint Louis, MO, 63114",St. Louis,1933-01-01,baccalaureate/associate's colleges: mixed baccalaureate/associate's
Wade College,"1950 N. Stemmons Freeway, Suite 4080 Dallas INFOMART, Dallas, TX, 75207",Dallas,1962-01-01,baccalaureate/associate's colleges: mixed baccalaureate/associate's
Grantham University,"16025 West 113th Street, Lenexa, KS, 66219",Missouri,1951-01-01,"professions plus arts & sciences, some graduate coexistence"
Gwinnett College,"4230 Hwy 29 Ste 11, Lilburn, GA, 30047-3447",Lilburn,1976-01-01,associate's colleges: high career & technical-high nontraditional
The Art Institute of Salt Lake City,"121 W Election Rd, Draper, UT, 84020",Draper,2007-01-01,"special focus four-year: arts, music and design schools"
The Art Institute of Fort Lauderdale,"1799 SE 17th St, Fort Lauderdale, FL, 33316-3000",Fort Lauderdale,1968-01-01,"special focus four-year: arts, music and design schools"
The Art Institute of Las Vegas,"2350 Corporate Circle, Henderson, NV, 89074-7737",Henderson,1983-01-01,"special focus four-year: arts, music and design schools"
The Art Institute of Tennessee – Nashville,"100 Centerview Drive, Suite 250, Nashville, TN, 37214-3439",Nashville,2006-01-01,"special focus four-year: arts, music and design schools"
