col0,col1,col2
CILAE,Spain,Spain
FAES,Spain,Spain
Praxis,Estonia,Tallinn City
Arbetarrörelsens ekonomiska råd,Denmark,Copenhagen Municipality
Energy and Environmental Security Initiative,United States of America,Boulder
Witherspoon Institute,United States of America,Princeton
Menzies Institute for Medical Research,Australia,Tasmania
Valencian Institute of Economic Investigations,Spain,Valencia
Asan Institute for Policy Studies,South Korea,Seoul
Instituto Internacional de Estudios Árabes y del Mundo Musulmán,Spain,Madrid
Studieförbundet Näringsliv och samhälle,Sweden,Stockholm
UNU-MERIT,Netherlands,Maastricht
EUROPAEUM Institute for European Policy,Czech Republic,Prague
National Institute of Urban Affairs,India,New Delhi
Polish Institute of International Affairs,Poland,Warsaw
Wellesley Institute,Canada,Toronto
League for Social Reconstruction,Canada,Toronto
Board of Invention and Research,United Kingdom,London
Runnymede Trust,United Kingdom,London
National Institute of Economic and Social Research,United Kingdom,London
