col0,col1,col2,col3,col4
"Ministry of Environment, Energy, Food and Forests of Rhineland-Palatinate",Rhineland-Palatinate,Mainz,Germany,1985-01-01
Ministry of Transport of North Rhine-Westphalia,North Rhine-Westphalia,Düsseldorf,Germany,1946-08-29
"Ministry of Labor, Health and Social Affairs of North Rhine-Westphalia",North Rhine-Westphalia,Düsseldorf,Germany,1946-01-01
Ministry of Justice of North Rhine-Westphalia,North Rhine-Westphalia,Düsseldorf,Germany,1946-01-01
"Ministry of Innovation, Science and Research of North Rhine-Westphalia",North Rhine-Westphalia,Düsseldorf,Germany,1970-01-01
"Ministry for Climate Protection, Environment, Agriculture, Nature Conservation and Consumer Protection of the State of North Rhine-Westphalia",North Rhine-Westphalia,Düsseldorf,Germany,1946-01-01
"Lower Saxony Ministry of Food, Agriculture and Consumer Protection",Lower Saxony,Hanover,Germany,1946-01-01
Niedersächsisches Justizministerium,Lower Saxony,Hanover,Germany,1947-01-01
Ministry for Rural Areas and Consumer Protection Baden-Württemberg,Baden-Württemberg,Stuttgart,Germany,1952-01-01
"Federal Ministry of Food, Agriculture and Consumer Protection",Germany,Bonn,Germany,1919-01-01
"Federal Ministry for the Environment, Nature Conservation, Building and Nuclear Safety",Germany,Bonn,Germany,1986-06-06
Federal Ministry of Education and Research,Germany,Bonn,Germany,1955-01-01
Ministry of Health of Germany,Germany,Bonn,Germany,1961-01-01
Federal Ministry of Justice,Germany,Berlin,Germany,1877-01-01
Federal Ministry for Economic Affairs and Energy,Germany,Berlin,Germany,1917-01-01
"Federal Ministry of Family Affairs, Senior Citizens, Women and Youth",Germany,Berlin,Germany,1953-01-01
Federal Foreign Office,Germany,Former Reichsbank building,German Reich,1870-01-01
Bavarian State Ministry of the Environment and Consumer Protection,Bavaria,Bavaria,Germany,1970-01-01
"Ministry of Economy, Science and Digitalisation",Saxony-Anhalt,Magdeburg,Germany,1990-01-01
Rechnungshof des Freistaates Sachsen,Saxony,Leipzig,Germany,1991-01-01
