col0,col1,col2,col3,col4,col5
Navia,Villayón,3347,Cantabrian Sea,UTC+01:00,8380
Villaviciosa,Piloña,6222,Cantabrian Sea,UTC+01:00,14439
Ribadesella,Parres,2697,Cantabrian Sea,UTC+01:00,5746
Castropol,A Veiga,1322,Cantabrian Sea,UTC+01:00,3402
Cudillero,Salas,4299,Cantabrian Sea,UTC+01:00,4987
Gijón,Llanera,122519,Cantabrian Sea,UTC+01:00,271780
Llanes,Peñamellera Alta,5687,Cantabrian Sea,UTC+01:00,13568
Castrillón,Candamu,9611,Cantabrian Sea,UTC+01:00,22376
Castropol,El Franco,1322,Cantabrian Sea,UTC+01:00,3402
Tapia de Casariego,El Franco,1335,Cantabrian Sea,UTC+01:00,3786
Cudillero,Valdés,4299,Cantabrian Sea,UTC+01:00,4987
Navia,Cuaña,3347,Cantabrian Sea,UTC+01:00,8380
Gozón,Corvera de Asturias,4264,Cantabrian Sea,UTC+01:00,10333
