col0,col1,col2,col3,col4
XLVIII Panzer Corps,1940-12-15,Wehrmacht,Nazi Germany,1945-05-08
XL Panzer Corps,1940-01-26,Wehrmacht,Nazi Germany,1945-05-08
XXXIX Panzer Corps,1940-01-01,Wehrmacht,Nazi Germany,1945-01-01
XXXIV Army Corps (Wehrmacht),1944-11-13,Wehrmacht,Nazi Germany,1945-05-08
XXII Mountain Corps (Wehrmacht),1943-08-12,Wehrmacht,Nazi Germany,1945-05-08
XXI Mountain Corps,1943-08-25,Wehrmacht,Nazi Germany,1945-05-08
XVI Army Corps,1944-07-16,Wehrmacht,Nazi Germany,1941-02-17
XXXXIV Army Corps (Wehrmacht),1940-04-15,Wehrmacht,Nazi Germany,1944-09-27
XXX Army Corps (Wehrmacht),1944-10-26,Wehrmacht,Nazi Germany,1944-08-31
XXIX Army Corps (Wehrmacht),1940-05-20,Wehrmacht,Nazi Germany,1945-05-08
LVI Panzer Corps,1941-02-15,Wehrmacht,Nazi Germany,1945-05-02
XII Army Corps,1936-10-01,Wehrmacht,Nazi Germany,1944-07-07
XXXXII Army Corps (Wehrmacht),1940-01-29,Wehrmacht,Nazi Germany,1945-02-23
