col0,col1,col2,col3
Bryggeriet Djævlebryg,2006-01-01,Denmark,Stinus Lindgreen
Les Brasseurs RJ,1998-01-01,Canada,Roger Jaar
Sierra Nevada Brewing Company,1979-01-01,United States of America,Ken Grossman
Pabst Brewing Company,1844-01-01,United States of America,TSG Consumer Partners
Flying Bison Brewing Company,2000-01-01,United States of America,Matt Brewing Company
Belhaven Brewery,1719-01-01,United Kingdom,Greene King
Okocim Brewery,1845-01-01,Poland,Carlsberg Polska
Cēsu Alus,1995-01-01,Latvia,Olvi
Zaporizhzhya Brewery Carlsberg Ukraine,1974-12-12,Ukraine,Carlsberg Ukraine
Stuttgarter Hofbräu,1872-01-01,Germany,Radeberger Group
Rodenbach Brewery,1821-01-01,Belgium,Palm Breweries
Creemore Springs,1987-01-01,Canada,Molson
Ballast Point Brewing Company,1996-01-01,United States of America,Constellation Brands
Zagrebačka pivovara,1892-01-01,Croatia,CVC Capital Partners
