col0,col1,col2,col3,col4
Cégep de Drummondville,1968-04-15,Drummondville,Canada,CEGEP
Cégep de Chicoutimi,1967-01-01,Quebec,Canada,CEGEP
Cégep de Baie-Comeau,1967-01-01,Baie-Comeau,Canada,CEGEP
Cégep Limoilou,1967-01-01,La Cité-Limoilou,Canada,CEGEP
Collège François-Xavier-Garneau,1967-01-01,Quebec,Canada,CEGEP
Cégep André-Laurendeau,1973-01-01,Montreal,Canada,CEGEP
Collège Édouard-Montpetit,1950-01-01,Longueuil,Canada,CEGEP
Collège Shawinigan,1968-01-01,Shawinigan,Canada,CEGEP
Collège Montmorency,1969-11-05,Laval,Canada,CEGEP
Collège Jean-de-Brébeuf,1928-01-01,Montreal,Canada,CEGEP
Collège Gérald-Godin,1999-01-01,Quebec,Canada,CEGEP
Collège André-Grasset,1927-01-01,Montreal,Canada,CEGEP
