col0,col1,col2
Armenfilm,1923-01-01,film
Universal Studios,1912-04-30,film
Lenfilm,1914-01-01,film
Kartuli Pilmi,1921-01-01,film
20th Century Studios,1935-05-31,software
New Sensations,1993-01-01,pornographic film
AVM Productions,1945-01-01,film
Silvercup Studios,1983-01-01,film
Odessa Film Studio,1919-01-01,film
Belarusfilm,1928-01-01,film
Tajikfilm,1930-01-01,film
Kandor Graphics,1992-01-01,The Missing Lynx
Melnitsa Animation Studio,1999-01-01,animated film
Prasad Studios,1956-01-01,film
LD Entertainment,2007-01-01,film
Annapurna Studios,1975-01-01,film
Central Studio for Documentary Film,1927-01-01,documentary film
Pilot,1988-01-01,animation
STV,1992-01-01,film
Champion Film Company,1909-01-01,film
