col0,col1,col2,col3,col4
Seien Girls' High School,female,1906-10-01,private school,Japanese upper secondary school
Joshibi High School of Art and Design,female,1915-01-01,private school,Japanese upper secondary school
Friends School,female,1887-01-01,private school,Japanese upper secondary school
"Konodai girls' Elementary,girls' middle school",female,1926-03-06,private school,lower secondary school in Japan
Hakodate Shirayuri Gakuen,female,1878-01-01,private school,lower secondary school in Japan
Shitennoji Junior and Senior High School,female,1922-04-01,private school,lower secondary school in Japan
Gakushuin Girls' Junior & Senior High School,female,1885-09-01,private school,lower secondary school in Japan
Todaiji Gakuen,male,1926-01-01,private school,lower secondary school in Japan
Seifu Junior/Senior High School,male,1932-07-01,private school,lower secondary school in Japan
Seien Girls' High School,female,1906-10-01,private school,lower secondary school in Japan
Joshibi High School of Art and Design,female,1915-01-01,private school,lower secondary school in Japan
