col0,col1,col2,col3
Royal College of Paediatrics and Child Health Archive,special archive,United Kingdom,"5-11 Theobalds Road, London WC1X 8SH"
Wedgwood Museum Trust,special archive,United Kingdom,"Barlaston, Stoke-on-Trent, ST12 9ER"
"The Devonshire Collection Archives, Chatsworth",special archive,United Kingdom,"Chatsworth, Bakewell, Derbyshire, DE45 1PP"
The Stationers’ Company Archive,special archive,United Kingdom,"Worshipful Company of Stationers and Newspaper Makers, Stationers' Hall, Ave Maria Lane, London EC4M 7DD"
Royal College of Psychiatrists Archives,special archive,United Kingdom,"21 Prescot Street, London, E1 8BB"
Royal Albert Hall Archive,special archive,United Kingdom,"Royal Albert Hall, Kensington Gore, London, SW7 2AP"
Architectural Association Archives,special archive,United Kingdom,"32, Bedford Square, London WC1B 3ES"
Seven Stories Archive,special archive,United Kingdom,"Design Works, William Street, Felling, Gateshead, Tyne and Wear, NE10 0JP"
Monmouth Castle and Regimental Museum Archives,special archive,United Kingdom,"The Castle, Monmouth, NP25 3BS"
Royal College of Obstetricians and Gynaecologists Archives,special archive,United Kingdom,"27 Sussex Place, London, NW1 4RG"
Henry Moore Institute Archive,special archive,United Kingdom,"74 The Headrow, Leeds, LS1 3AH"
