col0,col1,col2
Morioka First High School,847,state school
Iwate Prefectural Morioka Kita High School,715,state school
Iwate Prefectural Mizusawa Agricultural High School,160,state school
Iwate Prefectural Mizusawa High School,713,state school
Iwate Prefectural Toryo High School,590,state school
Ichinoseki Daiichi Senior High School,239,state school
Ichinohe High School,275,state school
Tsuruoka Technical High School,586,state school
Yamagata Prefectural Sakata Higashi High School,576,state school
Yamagata Prefectural Yonezawa Kojokan High School,609,state school
Yamagata Kenritsu Yonezawa Higashi Kōtō Gakkō,437,state school
Yonezawa Technical High School,594,state school
Yamagata Prefectural Yamagata East High School,727,state school
Yamagata Prefectural Yamagata Central High School,718,state school
Yamagata Prefectural Sagae High School,591,state school
Yamagata Prefectural Tendō High School,472,state school
Shizuoka Prefectural Hamamatsu Johoku Technical High School,917,state school
Shizuoka Kenritsu Numazu Higashi Kōtō Gakkō,852,state school
Shizuoka Prefectural Numazu Technical High School,720,state school
Shizuoka Prefectural Kakegawanishi High School,974,state school
