col0,col1,col2,col3
Södermanland Air Wing,Sweden,Swedish Air Force Intelligence School,Spitfire
Västgöta Air Wing,Sweden,61. Attack Squadron,DH.60 Moth
Swedish Air Force Military Aviation School,Sweden,Swedish Air Force Flying School,T-6 Texan
Jämtland Air Wing,Sweden,Swedish Airforce SAR-team,F.13
Kalmar Air Wing,Sweden,12. Missile Squadron,J 32 Lansen
Hälsinge Air Wing,Sweden,153. Attack Squadron,Vampire
Bråvalla Air Wing,Sweden,Swedish Air Force Intelligence School,CR.42 Falco
Scanian Air Wing,Sweden,Swedish Air Force Flying School,Re.2000 Falco I
Training Air Wing,Finland,Fighter Squadron 41,Hawk
Svea Air Wing,Sweden,1. Airlift Squadron,UH-1 Iroquois
Skaraborg Air Wing,Sweden,71. Airlift Squadron,JAS 39 Gripen
