col0,col1,col2,col3
Qantas,Network Aviation,1920-01-01,Jetstar Japan
British Airways,British Airways Limited,1974-01-01,BA CityFlyer
Air France,Brit Air,1933-10-07,Air France Consulting
AirAsia,Thai AirAsia,1993-01-01,AirAsia F.C.
Hainan Airlines,Air Changan,1989-01-01,"BOHAI LEASING CO.,LTD"
Qantas,Qantas Freight,1920-01-01,Harvey World Travel
Hainan Airlines,Air Changan,1989-01-01,HNA Building
Lufthansa,SunExpress,1926-01-01,Airline Training Center Arizona
Japan Airlines,Ryukyu Air Commuter,1925-01-01,Okura Nikko Hotel Management
AirAsia,Thai AirAsia,1993-01-01,AirAsia India
Air France,Brit Air,1933-10-07,Air France Hop
Japan Airlines,Ryukyu Air Commuter,1925-01-01,Skyward
Turkish Airlines,SunExpress,1933-01-01,Skylife
