col0,col1,col2,col3,col4
Austria national football team,national association football team,national association football team,Franco Foda,Christian Fuchs
Sweden national football team,national association football team,national association football team,Jan Andersson,Andreas Granqvist
Greece national football team,national association football team,national association football team,Claudio Ranieri,Vasilis Torosidis
Denmark national football team,national association football team,national association football team,Åge Hareide,Simon Kjær
China national football team,national association football team,national association football team,Marcello Lippi,Zheng Zhi
Brazil national football team,national association football team,national association football team,Tite,Neymar
France national football team,national association football team,national association football team,Henri Michel,Hugo Lloris
Netherlands national football team,national association football team,national association football team,Ronald Koeman,Virgil van Dijk
Germany national football team,national association football team,national association football team,Joachim Löw,Bastian Schweinsteiger
North Korea national football team,national association football team,national association football team,Kim Yong-jun,Ri Myong-guk
Serbia national football team,national sports team,national association football team,Mladen Krstajić,Aleksandar Kolarov
Russia national football team,national association football team,national association football team,Fabio Capello,Artem Dzyuba
Germany national under-21 football team,national association football team,national association football team,Horst Hrubesch,Leon Goretzka
