col0,col1,col2
Tokyo Electric Power Company Holdings,Tokyo Electric Generation Company,Japan
Konami,Konami Sports,Japan
Chubu-Nippon Broadcasting,CBC Creation,Japan
Mizuho Financial Group,Mizuho Bank,Japan
JXTG Holdings,JXTG Nippon Oil & Energy,Japan
AEON,Ministop,Japan
Tokyo Broadcasting System Holdings,TBS Radio,Japan
The Parlophone Co. Ltd.,The Parlophone Co. Ltd.,United Kingdom
Allgeier SE,Goetzfried,Germany
Rostec,United Aircraft Corporation,Russia
Groupe Artémis,Kering,France
Wien Holding,W24,Austria
Wiener Stadtwerke,Wiener Lokalbahnen,Austria
