col0,col1,col2,col3,col4
SDU Research Hospital,1994-01-01,400,Turkey,Isparta
Flinders Medical Centre,1976-01-01,593,Australia,South Australia
Hakodate Municipal Hospital,1860-01-01,648,Japan,Hakodate
The James Cancer Hospital,1990-01-01,306,United States of America,Columbus
Shatin Hospital,1991-01-01,553,People's Republic of China,Sha Tin District
Prince of Wales Hospital,1984-01-01,1770,People's Republic of China,Sha Tin District
Harlem Hospital Center,1887-01-01,272,United States of America,Manhattan
Academic Medical Center,1983-01-01,1002,Netherlands,Amsterdam
Queen Mary Hospital,1937-01-01,1400,People's Republic of China,Hong Kong
North District Hospital,1998-02-27,600,People's Republic of China,Hong Kong
Kwai Chung Hospital,1981-10-15,920,People's Republic of China,Hong Kong
