col0,col1,col2,col3,col4
Boels Dolmans 2014,Boels Dolmans 2015,2014-12-31,Boels Dolmans 2013,women's sports
2014 Team Giant-Shimano season,2015 Team Liv-Plantur season,2014-12-31,2013 Team Argos-Shimano season,women's sports
Lotto-Belisol Ladies 2012,Lotto-Belisol Ladies 2013,2012-12-31,Lotto Honda 2011,women's sports
Lotto-Belisol Ladies 2014,Lotto Soudal Ladies/2015,2014-12-31,Lotto-Belisol Ladies 2013,women's sports
Specialized-Lululemon 2012,Specialized-Lululemon 2013,2012-12-31,HTC-Highroad Women 2011,women's sports
Hitec Products-Mistral Home 2012,Hitec Products-UCK 2013,2012-12-31,Hitec Products-UCK 2011,women's sports
Hitec Products-UCK 2013,Hitec Products 2014,2013-12-31,Hitec Products-Mistral Home 2012,women's sports
MCipollini-Giambenini-Gauss 2012,MCipollini-Giordana 2013,2012-12-31,Mcipollini-Giordana 2011,women's sports
Boels Dolmans 2015,Boels Dolmans 2016,2015-12-31,Boels Dolmans 2014,women's sports
Specialized-Lululemon 2013,Specialized-Lululemon 2014,2013-12-31,Specialized-Lululemon 2012,women's sports
Specialized-Lululemon 2014,Velocio-SRAM 2015,2014-12-31,Specialized-Lululemon 2013,women's sports
Rabo Liv Women 2014,Rabo Liv Women 2015,2014-12-31,Rabo Women 2013,women's sports
Forno d’Asolo-Astute 2014,2015 Astana–Acca Due O season,2014-12-31,Pasta Zara-Cogeas 2013,women's sports
Lotto-Belisol Ladies 2013,Lotto-Belisol Ladies 2014,2013-12-31,Lotto-Belisol Ladies 2012,women's sports
