col0,col1,col2,col3,col4
"LWL-Denkmalpflege, Landschafts- und Baukultur in Westfalen",Landschaftsverband Westfalen-Lippe,Münster,Germany,Denkmalfachbehörde
Thüringisches Landesamt für Denkmalpflege und Archäologie,Thuringia,Weimar,Germany,Denkmalfachbehörde
Niedersächsisches Landesamt für Denkmalpflege,Lower Saxony,Hanover,Germany,Denkmalfachbehörde
Landesdenkmalamt Berlin,Berlin,"Altes Stadthaus, Berlin",Germany,Denkmalfachbehörde
Landesarchäologie Bremen,Free Hanseatic City of Bremen,Bremen,Germany,Denkmalfachbehörde
Landesamt für Denkmalpflege und Archäologie Sachsen-Anhalt--Landesmuseum für Vorgeschichte,Saxony-Anhalt,Halle (Saale),Germany,Denkmalfachbehörde
LVR-Amt für Denkmalpflege im Rheinland,Landschaftsverband Rheinland,Brauweiler Abbey,Germany,Denkmalfachbehörde
Landesamt für Archäologie Sachsen,Saxony,Dresden,Germany,Denkmalfachbehörde
Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Schwerin,Germany,Denkmalfachbehörde
LVR-Amt für Bodendenkmalpflege im Rheinland,Landschaftsverband Rheinland,Bonn,Germany,Denkmalfachbehörde
