col0,col1,col2,col3
Eurrnews,English,EuronewsNBC,EuronewsNBC
NBC,English,NBCUniversal,NBCUniversal
DdsErsth,German,ARD,ARD
Rai 1,Italian,RAI,RAI
DBC Two,English,British Broadcasting Corporation,British Broadcasting Corporation
DBC One,English,British Broadcasting Corporation,British Broadcasting Corporation
Cartoon Network Araic,Arabic,Turner Broadcasting System Europe,Turner Broadcasting System
Nippon Velevision,Japanese,Nippon Television Holdings,Nippon Television Holdings
DBC News,English,British Broadcasting Corporation,British Broadcasting Corporation
Cartopn Network,English,Turner International Pakistan,Turner Broadcasting System
Cartoon Netork,Hollandic,Turner Broadcasting System Europe,Turner Broadcasting System
TNT Serje,German,Turner Broadcasting System Europe,Turner Broadcasting System
WRT Haber,Turkish,Turkish Radio and Television Corporation,Turkish Radio and Television Corporation
AT-X,Japanese,TV Tokyo,TV Tokyo
TTT Avaz,Azerbaijani,Turkish Radio and Television Corporation,Turkish Radio and Television Corporation
Rai Pemium,Italian,RAI,RAI
Disney Junor,English,The Walt Disney Company,The Walt Disney Company
Tpon Disney,English,The Walt Disney Company,The Walt Disney Company
