col0,col1,col2
Holzhof Verlag,Germany,Dresden
Planeta DeAgostini,Spain,Barcelona
Norma Editorial,Spain,Barcelona
Editorial Ivrea,Argentina,Buenos Aires
Carlsen Verlag,Germany,Hamburg
Strip Art Features,Slovenia,Celje
Oberon,Netherlands,Utrecht
Panini Comics,Italy,Modena
Waneko,Poland,Warsaw
Novedi,Belgium,Brussels
Rue de Sèvres,France,Paris
Delcourt,France,Paris
Victor Gollancz Ltd,United Kingdom,London
Edition Moderne,Switzerland,Zürich
Tokyopop,Germany,Los Angeles
Boom! Studios,United States of America,Los Angeles
Verbrecher Verlag,Germany,Berlin
Del Rey Manga,United States of America,New York City
"National Comics Publications, Inc.",United States of America,New York City
Fawcett Publications,United States of America,New York City
