col0,col1,col2,col3,col4
FC Barcelona Futsal,Primera División de Futsal,football club,futsal,Palau Blaugrana
El Pozo Murcia FS,Primera División de Futsal,football club,futsal,Palacio de Deportes de Murcia
Győri ETO Futsal Club,Nemzeti Bajnokság I,football club,futsal,Magvassy Mihály Sportcsarnok
Leis 26 Pontevedra FS,Tercera División de Futsal,football club,futsal,Pavillón Municipal dos Deportes de Pontevedra
Carnicer Torrejón FS,Segunda División de Futsal,football club,futsal,Pabellón Jorge Garbajosa
Associação Desportiva Jaraguá,Liga Futsal,football club,futsal,Arena Jaraguá
Boavista F.C.,Liga Portuguesa de Futsal,football club,futsal,Pavilhão Rosa Mota
FC Vaslui,Liga IV,football club,association football,Stadionul Municipal
Inter FS,Primera División de Futsal,football club,association football,Pabellón Fundación Montemadrid
Gáldar FS,Primera División de Futsal,football club,futsal,Centro Insular de Deportes
AGOVV Apeldoorn,Tweede Klasse,football club,association football,Sportpark Berg & Bos
FC Akhmat Grozny,Russian Premier League,football club,association football,Akhmat-Arena
Associação Desportiva Jaraguá,Liga Futsal,futsal team,futsal,Arena Jaraguá
