col0,col1,col2,col3,col4
Cahuenga Branch,United States of America,Renaissance Revival architecture,Los Angeles,Clarence H. Russell
Manhattan Carnegie Library Building,United States of America,Neoclassical architecture,Manhattan,Rose & Peterson
Andrew Carnegie Free Library,United States of America,Beaux-Arts,Carnegie,Thomas Hannah
Carnegie Free Library of Braddock,United States of America,Romanesque Revival architecture,Braddock,William Halsey Wood
Springville Carnegie Library,United States of America,Prairie School architecture,Utah,Ware & Treganza
Doris Foley Library for Historical Research,United States of America,Romanesque Revival architecture,Nevada County,W. H. Weeks
Hood River County Library and Georgiana Smith Park,United States of America,Jacobethan,Hood River,Sutton & Whitney
Vermont Square Branch,United States of America,Renaissance Revival architecture,California,Sumner Hunt
Oregon Public Library,United States of America,Arts and Crafts movement,Oregon,Pond and Pond
Carnegie Library,United States of America,Neoclassical architecture,Colorado,John J. Huddart
Anaheim Carnegie Library,United States of America,Mediterranean Revival architecture,Orange County,John C. Austin
Columbus Public Carnegie Library,United States of America,Neoclassical architecture,Columbus,George P. Washburn
Carnegie Free Library of Beaver Falls,United States of America,Neoclassical architecture,Beaver Falls,Frederick J. Osterling
Carnegie Art Museum,United States of America,Greek Revival (architecture),California,Franklin Pierce Burnham
Free Public Library of Petaluma,United States of America,Neoclassical architecture,Petaluma,Brainerd Jones
