col0,col1,col2,col3,col4
USS Ramsden,Marvin Lee Ramsden,World War II,United States Navy,Houston
USS Vance,"Joseph Williams Vance, Jr.",World War II,United States Navy,Houston
USS Swenning,Gust J. Swenning,World War II,United States Navy,Houston
USS Moore,Fred Kenneth Moore,World War II,United States Navy,Houston
USS Sellstrom,Edward Robert Sellstrom,World War II,United States Navy,Houston
USS Swasey,Charles Swasey,World War II,United States Navy,Houston
USS Sturtevant,Albert Dillon Sturtevant,World War II,United States Navy,Houston
USS Sloat,John D. Sloat,World War II,United States Navy,Houston
USS Huse,Harry M. P. Huse,World War II,United States Navy,Orange
USS Maloy,Thomas Joel Maloy,World War II,United States Navy,Orange
USS Leopold,Robert Lawrence Leopold,World War II,United States Navy,Orange
USS Inch,Richard Inch,World War II,United States Navy,Orange
USS Jaccard,Richard Alonzo Jaccard,World War II,United States Navy,Orange
USS Maurice J. Manuel,Maurice Joseph Manuel,World War II,United States Navy,Orange
USS Martin H. Ray,"Martin H. Ray, Jr.",World War II,United States Navy,Orange
