col0,col1,col2,col3,col4
"Rangpur Polytechnic Institute, Rangpur",1968-01-01,Bangladesh,Rangpur,polytechnic
Falakata Polytechnic,2001-01-01,India,Alipurduar district,polytechnic
Ungku Omar Polytechnic,1969-06-02,Malaysia,Ipoh,polytechnic
Escuela Politécnica Superior de Santander,2013-01-01,Spain,Santander,polytechnic
Bangladesh Sweden Polytechnic Institute,1963-01-01,Bangladesh,Kaptai Upazila,polytechnic
Auchi Polytechnic,1964-01-01,Nigeria,Auchi,polytechnic
Escuela Politécnica de Cáceres,1982-01-01,Spain,Cáceres,polytechnic
Central Calcutta Polytechnic,1963-01-01,India,Kolkata district,polytechnic
Moshood Abiola Polytechnic,1980-01-01,Nigeria,Abeokuta,polytechnic
Maharaja's Technological Institute,1946-01-01,India,Thrissur district,polytechnic
