col0,col1,col2
Roman Catholic Archdiocese of Lecce,750,296580
Roman Catholic Archdiocese of Lanzhou,250000,4000000
Roman Catholic Archdiocese of Lanciano-Ortona,305,95700
Roman Catholic Archdiocese of La Serena,30596,540000
Roman Catholic Archdiocese of Lagos,2406,4524387
Roman Catholic Archdiocese of Kraków,5730,1605515
Roman Catholic Archdiocese of La Plata,4652,991000
Roman Catholic Archdiocese of Kunming,150000,8000000
Roman Catholic Archdiocese of La Paz,10975,1095906
Roman Catholic Archdiocese of Kupang,11285,1189829
Roman Catholic Archdiocese of Kuching,19173,1231000
Roman Catholic Archdiocese of Koupéla,7181,828234
Roman Catholic Archdiocese of Kota Kinabalu,55215,2000000
"Roman Catholic Archdiocese of Corfu, Zakynthos and Cephalonia",12000,1200000
Roman Catholic Archdiocese of Kisumu,6419,2061628
Roman Catholic Archdiocese of Kisangani,150000,1841000
Roman Catholic Archdiocese of Kinshasa,8500,11323000
Roman Catholic Archdiocese of Kingston in Jamaica,3267,1470000
Roman Catholic Archdiocese of Keewatin–Le Pas,430000,119889
Roman Catholic Archdiocese of Kaunas,8750,655000
