col0,col1,col2
Alexander Blok Apartment Museum,cultural heritage site in Russia,Saint Petersburg
Dostoevsky Museum,cultural heritage site in Russia,Saint Petersburg
Suvorov Museum,cultural heritage site in Russia,Saint Petersburg
Dom Mariny T͡Svetaevoĭ,cultural heritage site in Russia,Moscow
House museum of Viktor Vasnetsov,cultural heritage site in Russia,Moscow
Donizetti Museum,Italian national heritage,Bergamo
House-Museum of Hovhannes Tumanian,cultural heritage monument in Armenia,Dsegh
House-museum of Paruyr Sevak,cultural heritage monument in Armenia,Zangakatun
Kevork Chavoush Museum,cultural heritage monument in Armenia,Ashnak
Fox Talbot Museum,Grade II listed building,Lacock
Leo Tolstoy State Museum,cultural heritage site in Russia,Khamovniki District
National Churchill Museum,place listed on the National Register of Historic Places,Fulton
Hovhannes Shiraz home-museum,cultural heritage monument in Armenia,Gyumri
House-museum of Hovhannes Hovhannisyan,cultural heritage monument in Armenia,Vagharshapat
Orbeli Brothers House-Museum,cultural heritage monument in Armenia,Tsaghkadzor
Stepan Zoryan House-Museum,cultural heritage monument in Armenia,Vanadzor
Stepan Shahumyan House-Museum,cultural heritage monument in Armenia,Stepanavan
