col0,col1,col2
The Avenue Press,London,United Kingdom of Great Britain and Ireland
Van Goor,Nijmegen,Dutch Republic
Siddheshwar Machine Press,Kolkata,British Raj
Emerald Priniting Works,Kolkata,British Raj
Cherry Press Limited,Kolkata,British Raj
Sri Gouranga Press Limited,Kolkata,British Raj
The Indian Photo Engraving Company Limited,Kolkata,British Raj
Lakshmi Printing Works,Kolkata,British Raj
Metcalfe Priniting Works,Kolkata,British Raj
Shri Saraswati Press,Kolkata,British Raj
Adi Brahma Samaj Press,Kolkata,British Raj
Siddheshwar Press,Kolkata,British Raj
Victoria Press,Kolkata,British Raj
Metcalfe press,Kolkata,British Raj
Weduwe H. Bontamps,Venlo,Kingdom of the Netherlands
Printer Jan Richter,Příbor,Austria-Hungary
Gaskiya Corporation Zaria,Zaria,Nigeria
Printing Art,Kolkata,India
Nabhana Printing Works Limited,Kolkata,India
Shashadhar Printing Works,Kolkata,India
