col0,col1,col2,col3
VII Corps,1943-01-01,Finnish Army,1941-01-01
6th Bomber Corps,1946-01-04,Soviet Air Forces,1944-12-23
II Armored Corps,1943-10-09,United States Army,1942-06-17
I,1995-07-18,Royal Netherlands Army,1949-01-01
Kalmykian Voluntary Cavalry Corps,1945-01-01,German Army,1942-01-01
Afrika Korps,1943-01-01,German Army,1941-01-01
X SS Corps,1945-03-07,Waffen-SS,1945-01-26
XLVII Panzer Corps,1945-05-08,Wehrmacht,1940-06-20
XI Army Corps,1945-05-08,Wehrmacht,1936-10-06
VIII Army Corps,1943-01-31,Wehrmacht,1934-10-01
VI Army Corps,1945-05-08,Wehrmacht,1934-10-01
V Army Corps,1944-07-19,Wehrmacht,1934-10-01
XXIII Army Corps,1945-05-08,Wehrmacht,1939-09-18
