col0,col1,col2,col3
University of Minnesota,University of Minnesota Libraries,Coalition for Networked Information,University of Minnesota system
University of Utah,J. Willard Marriott Library,Pac-12 Conference,Utah System of Higher Education
Florida Atlantic University,Florida Atlantic University Libraries,Scholarly Publishing and Academic Resources Coalition,State University System of Florida
University of Texas at Austin,Perry–Castañeda Library,Scholarly Publishing and Academic Resources Coalition,University of Texas System
"University of California, Davis",UC Davis College of Agricultural and Environmental Sciences,Association of Research Libraries,University of California
"University of California, Santa Barbara","Associated Students of the University of California, Santa Barbara",Association of Research Libraries,University of California
"University of California, Los Angeles","University of California, Los Angeles Library",Pac-12 Conference,University of California
United States Military Academy,West Point Cadet Chapel,Center for Research Libraries,United States Army
University of South Florida,University of South Florida Tampa Library,Scholarly Publishing and Academic Resources Coalition,State University System of Florida
Appalachian State University,Appalachian State Mountaineers women's basketball,Scholarly Publishing and Academic Resources Coalition,University of North Carolina
"University of California, San Diego",Scripps Institution of Oceanography,Association of Research Libraries,University of California
