col0,col1,col2,col3,col4
Sony Music Entertainment,Sony BMG Music Entertainment (Brasil) Ltda.,Rio de Janeiro,Indústria e Comércio Limitada,Discos CBS Indústria e Comércio Ltda.
"Sony Music Entertainment, Inc.",Sony BMG,New York City,corporation,"CBS Records, Inc."
Sony BMG Music Entertainment,Sony Music Entertainment UK Limited,London,private company limited by shares,BMG UK & Ireland Limited
Phonogram Tongesellschaft mbH,Phonogram GmbH,Hamburg,GmbH,Philips Ton Gesellschaft mbH
Berliner Gram-o-phone Company Limited,Victor Talking Machine Co. Of Canada Limited,Montreal,corporation,"Berliner Gram-o-phone Co. Of Canada, Ltd."
Sony BMG Music Entertainment,Sony Music Entertainment UK Limited,London,private company limited by shares,Sony Music Entertainment (UK) Ltd.
"Ariola-Sonopress, GmbH","Ariola Eurodisc, GmbH",Gütersloh,GmbH,"Ariola Schallplatten, GmbH"
Sony Music Entertainment,"Sony BMG Music Entertainment España, S.L.",Madrid,sociedad anónima,"Discos CBS, S.A."
BMG Ariola S.p.A.,BMG Ricordi S.p.A.,Rome,S.p.A.,RCA Italiana
"Movieplay, S.A.","Fonomusic, S.A.",Madrid,sociedad anónima,"Sonoplay, S.A."
"CBS/Columbia Internacional, S.A.","CBS/Columbia Internacional, S.A. de C.V.",Naucalpan de Juárez,S.A.,"Discos CBS, S.A., Mexico"
Eurodisc Music Group Limited,BMG Records (UK) Limited,London,private company limited by shares,Bertelsmann Music Group Limited
Universal-Island Records Ltd.,Island Records Limited,London,private company limited by shares,Island Records Ltd.
