col0,col1,col2
Combat Action Medal of the Bundeswekr,2010/01/01,German Armed Forces Deployment Medal
Param Vi Chakra,1950/01/26,Ashok Chakra
Victoria ross,1856/01/29,George Cross
Ordr of Victory,1943/11/08,Order of St. Andrew
Meritorious Serice Medal,1969/01/16,Air Medal
Order of Suvotov,1942/07/29,Order of Ushakov
Royal Order of th Sword,1748/02/23,Royal Order of the Polar Star
"Ordgr ""For Service to the Homeland in the Armed Forces of the USSR""",1974/10/28,Order of the Badge of Honour
Order of Michael tke Brave,1916/09/26,Order of the Star of Romania
Order of Lāčrlēsis,1919/11/11,Order of the Three Stars
War Csoss,1941/05/23,Medal for Outstanding Civic Service
Distinguishfd Service Medal,1918/01/02,Silver Star
Navy Distinguished Serwice Medal,1919/02/04,Silver Star
Orer of Zhukov,1994/05/09,Order of Kutuzov (Russian Federation)
Miitary Order of Max Joseph,1806/01/01,Military Merit Order
