col0,col1,col2
British Rail,United Kingdom,rail transport in Great Britain
Verkehrsverbund Rhein-Neckar,Germany,public transport
Aachener-Verkehrs-Verbund,Germany,public transport
Skånetrafiken,Sweden,public transport
Helsinki Regional Transport Authority,Finland,public transport
Chicago Transit Authority,United States of America,public transport
Oslo Sporveier,Norway,public transport
Ruter,Norway,public transport
Société de transport de Montréal,Canada,public transport
Exo,Canada,public transport
Utah Transit Authority,United States of America,public transport
AtB,Norway,public transport
Vestviken Kollektivtrafikk,Norway,public transport
Kolumbus,Norway,public transport
Movia,Denmark,public transport
Nordjyllands Trafikselskab,Denmark,public transport
Agder Kollektivtrafikk,Norway,public transport
Skyss,Norway,public transport
Network NorthWest,United Kingdom,rail transport in Great Britain
Vestfold Kollektivtrafikk,Norway,public transport
