col0,col1,col2
Botswana Library Association,Botswana,1978-01-01
University of the Andes Library Services,Venezuela,1980-01-01
Kerala Library Association,India,1971-01-01
Indian Library Association,India,1933-09-12
LIANZA,New Zealand,1910-01-01
Library Association of Singapore,Singapore,1972-03-25
Hrvatsko knjižničarsko društvo,Croatia,1940-01-01
Asociaţia Bibliotecarilor din Republica Moldova,Moldova,1991-01-01
Arbeitsgemeinschaft der Parlaments- und Behördenbibliotheken,Germany,1955-01-01
International Association of University Libraries,Germany,1955-05-01
Regensburger Bibliotheksverbund,Germany,2009-01-01
International Association of Law Libraries,Germany,1971-01-01
Association des directeurs de bibliothèques municipales et intercommunales des grandes villes de France,France,2002-03-01
French Library Association,France,1906-01-01
African Library and Information Associations and Institutions,Ghana,2013-01-01
Ligue des Bibliothèques Européennes de Recherche,Netherlands,2009-01-01
Association of Austrian Librarians,Austria,1945-01-01
Library Association of Austria,Austria,1948-01-01
South Dakota Library Association,United States of America,1904-01-01
Louisiana Library Association,United States of America,1925-01-01
