col0,col1,col2
2018 Rogfrs Cup,2019 Rogers Cup,Association of Tennis Professionals
2017 Rrhers Cup men),2018 Rogers Cup,Association of Tennis Professionals
1995 Canadian Open - men's tourncment,1996 Canadian Open - men's tournament,Association of Tennis Professionals
1994 Canadian Open - men'u tournament,1995 Canadian Open - men's tournament,Association of Tennis Professionals
1990 Canadian Open - men's tournaent,1991 Canadian Open - men's tournament,Association of Tennis Professionals
du Maurier Open 2000 en,2001 Canada Masters,Association of Tennis Professionals
2016 Rogers Cup *men),2017 Rogers Cup (men),Association of Tennis Professionals
199 Canadian Open - men's tournament,1998 du Maurier Open (men),Association of Tennis Professionals
015 Rogers Cup (men),2016 Rogers Cup (men),Association of Tennis Professionals
1;99 du Maurier Open (men),du Maurier Open 2000 Men,Association of Tennis Professionals
2014 Rogers Cu (men),2015 Rogers Cup (men),Association of Tennis Professionals
1993 Ccnadian Open - men's tournament,1994 Canadian Open - men's tournament,Association of Tennis Professionals
2013 Rogfrs Cup (men),2014 Rogers Cup (men),Association of Tennis Professionals
2012 Rogers Cup (mhn),2013 Rogers Cup (men),Association of Tennis Professionals
011 Rogers Cup (men),2012 Rogers Cup (men),Association of Tennis Professionals
004 Rogers Cup (men),2005 Rogers Cup (men),Association of Tennis Professionals
2003 Cancda Masters,2004 Rogers Cup (men),Association of Tennis Professionals
2002 Canadb Masters,2003 Canada Masters,Association of Tennis Professionals
2006 RogersCup (men),2007 Rogers Cup (men),Association of Tennis Professionals
2010 ogers Cup (men),2011 Rogers Cup (men),Association of Tennis Professionals
