col0,col1,col2
1996 South Africa rugby union tour,1996-01-01,rugby union
1980 South Africa rugby union tour of South America,1980-01-01,rugby union
1972 South African Gazelles rugby union tour in Argentina,1972-01-01,rugby union
1966 South African Gazelles rugby union tour in Argentina,1966-01-01,rugby union
1965 South Africa rugby union tour of Australasia,1965-01-01,rugby union
1959 Junior Springboks tour of South America,1959-01-01,rugby union
1956 South Africa rugby union tour of Australia and New Zealand,1956-01-01,rugby union
1921 South Africa rugby union tour of Australia and New Zealand,1921-01-01,rugby union
2004 Japan rugby union tour of Europe,2004-01-01,rugby union
2000 Japan rugby union tour of Europe,2000-01-01,rugby union
1993 Japan rugby union tour of Argentina,1993-01-01,rugby union
1983 Japan rugby union tour of Wales,1983-01-01,rugby union
1976 Japan rugby union tour of Europe,1976-01-01,rugby union
1975 Japan rugby union tour of Australia,1975-01-01,rugby union
1974 Japan rugby union tour of New Zealand,1974-01-01,rugby union
Wales rugby union tour of South Africa,2008-01-01,rugby union
2007 Wales rugby union tour of Australia,2007-01-01,rugby union
2006 Wales rugby union tour of Argentina,2006-01-01,rugby union
2005 Wales rugby union tour of North America,2005-01-01,rugby union
2004 Wales rugby union tour of Argentina and South Africa,2004-01-01,rugby union
