col0,col1,col2
Shire of Murweh,Charleville,Murweh Shire Council
City of Mount Isa,Mount Isa,Mount Isa City Council
Shire of McKinlay,Julia Creek,McKinlay Shire Council
Mackay Region,Mackay,Mackay Regional Council
Longreach Region,Longreach,Longreach Regional Council
Isaac Region,Clermont,Isaac Regional Council
Gympie Region,Gympie,Gympie Regional Council
Goondiwindi Region,Goondiwindi,Goondiwindi Regional Council
Fraser Coast Region,Hervey Bay,Fraser Coast Regional Council
Shire of Flinders,Hughenden,Flinders Shire Council
