col0,col1,col2,col3
The Priory Church of England Primary School,Christchurch,Church of England,Diocese of Winchester
St Lawrence Church of England Primary School,Wymington,Church of England,Diocese of St Albans
Travis St Lawrence CofE Primary School,Hatfield,Church of England,Diocese of Sheffield
Clifford All Saints CofE Primary School,Sheffield,Church of England,Diocese of Sheffield
Aspull Church Primary School,Wigan,Methodist Church of Great Britain,Anglican Diocese of Liverpool
The Deanery Church of England High School and Sixth Form College,Wigan,Church of England,Anglican Diocese of Liverpool
St Andrew's CofE Primary School,Warrington,Church of England,Anglican Diocese of Liverpool
St Peter's Church of England Aided Junior School,Littleover,Church of England,Diocese of Derby
"St Philip's CofE Primary School, Atherton",Atherton,Church of England,Anglican Diocese of Manchester
"St Michael's CofE Primary School, Howe Bridge",Atherton,Church of England,Anglican Diocese of Manchester
Canon Burrows CofE Primary School,Ashton-under-Lyne,Church of England,Anglican Diocese of Manchester
