col0,col1,col2,col3
History Teachers' Association of Victoria,history,voluntary association,voluntary association
Computer Engineers Association of Spain,computing,voluntary association,voluntary association
International Association of Hispanists,Hispanism,voluntary association,voluntary association
Agrupación de Familiares de Detenidos Desaparecidos,human rights,voluntary association,voluntary association
Corporación de Promoción y Defensa de los Derechos del Pueblo,human rights,voluntary association,voluntary association
Educational puppetry association,puppet,voluntary association,voluntary association
Atelier de recherche et de création pour l'art lyrique,art lyrique,voluntary association,voluntary association
International Institute of Puppetry,puppetry,association under the French law of 1901,voluntary association
Górnośląskie Koło Ornitologiczne,ornithology,voluntary association,voluntary association
Hessische Familiengeschichtliche Vereinigung,genealogy,registered association,voluntary association
Slovene Sociological Association,sociology,voluntary association,voluntary association
Gesellschaft für Musikgeschichte in Baden-Württemberg,history of music,registered association,voluntary association
Letter Exchange,lettering,voluntary association,voluntary association
