col0,col1,col2
Singapore Badminton Association,1929-01-01,Singapore national badminton team
Badminton Australia,1932-01-01,Australia national badminton team
Philippine Badminton Association,1952-01-01,Philippines national badminton team
Badminton South Africa,1938-01-01,South Africa national badminton team
Hong Kong Badminton Association,1934-01-01,Hong Kong national badminton team
Badminton Sweden,1936-01-01,Sweden national badminton team
National Badminton Federation of Russia,1992-01-01,Russia national badminton team
Federación Deportiva Peruana de Bádminton,1965-01-01,Peru national badminton team
Badminton New Zealand,1927-01-01,New Zealand national badminton team
Badminton Canada,1921-01-01,Canada national badminton team
Badminton Association of Thailand,1950-01-01,Thailand national badminton team
Badminton England,1934-01-01,England national badminton team
