col0,col1,col2
University of Calcutta,22520,5500
Western Sydney University,37426,2500
Regensburg University of Applied Sciences,11000,755
Jade University of Applied Sciences,7600,500
Lebanese University,81000,4000
University of York,17155,3091
University of Tasmania,33879,1800
University of Pretoria,50000,3600
Kırklareli University,10000,500
University of Oldenburg,15220,2419
University of Regensburg,21558,4380
High School of Music Hanns Eisler,488,132
University of Neuchâtel,4282,782
Helmut Schmidt University,2587,868
Hochschule Furtwangen University,6687,425
University of Flensburg,5333,612
Leuphana University of Lüneburg,9076,930
University of Oslo,27227,6194
Anadolu University,1672,1776
Deggendorf Institute of Technology,5760,452
