col0,col1,col2
Eastern WashintonEagles,Eastern Washington Eagles women's basketball,Eastern Washington University
LavalRouge et Or,Laval University Rouge et Or football,Université Laval
Georia Tech Yellow Jackets,Georgia Tech Yellow Jackets baseball,Georgia Institute of Technology
Wisconsin Baders,Wisconsin Badgers Crew,University of Wisconsin–Madison
Maryland Teruapins,Maryland Terrapins baseball,University of Maryland
Flveland State Vikings,Cleveland State Vikings men's basketball,Cleveland State University
Ohio Bobcat,Ohio Bobcats men's basketball,Ohio University
Oregon Dudks,Oregon Ducks football,University of Oregon
Mssouri Tigers,Missouri Tigers baseball,University of Missouri
George Washington Colonialv,George Washington Colonials men's basketball,George Washington University
Valparaiso Crusadeus,Valparaiso Crusaders baseball,Valparaiso University
