col0,col1,col2
Roman Catholic Diocese of Mogadiscio,8073000,637657
Roman Catholic Diocese of Mocoa–Sibundoy,397000,25282
Roman Catholic Diocese of Miracema do Tocantins,224620,47816
Roman Catholic Diocese of Minna,2931000,56229
Roman Catholic Diocese of Mindelo,167813,2230
Roman Catholic Diocese of Middlesbrough,1280000,10360
Roman Catholic Diocese of Mileto-Nicotera-Tropea,174200,943
Roman Catholic Diocese of Miao,502000,43955
Roman Catholic Diocese of Miarinarivo,396774,18000
Roman Catholic Diocese of Mexicali,1380880,30085
Roman Catholic Diocese of Mercedes,217415,15000
Roman Catholic Diocese of Meru,2152535,9922
Roman Catholic Diocese of Menorca,81288,701
