col0,col1,col2,col3,col4
council of Leeds City Council,99,United Kingdom,Leeds,33
legislative body of Dún Laoghaire-Rathdown County Council,40,Ireland,Dún Laoghaire–Rathdown,6
legislative body of Fingal County Council,40,Ireland,County Fingal,5
legislative body of Cavan County Council,18,Ireland,County Cavan,3
legislative body of Longford County Council,18,Ireland,County Longford,3
legislative body of Monaghan County Council,18,Ireland,County Monaghan,3
legislative body of Tipperary County Council,40,Ireland,County Tipperary,5
legislative body of Wexford County Council,34,Ireland,County Wexford,4
legislative body of Waterford City and County Council,32,Ireland,County Waterford,5
legislative body of Kerry County Council,33,Ireland,County Kerry,4
legislative body of Offaly County Council,19,Ireland,County Offaly,3
legislative body of Waterford City and County Council,32,Ireland,Waterford,5
legislative body of Meath County Council,40,Ireland,County Meath,6
legislative body of Louth County Council,29,Ireland,County Louth,4
legislative body of Westmeath County Council,20,Ireland,County Westmeath,3
