col0,col1,col2,col3
Västra Götaland County Administrative Board,Ministry of Finance,Sweden,governor of Västra Götaland county
Värmland County Administrative Board,Ministry of Finance,Sweden,governor of Värmland County
Jönköping County Administrative Board,Ministry of Finance,Sweden,governor of Jönköping County
Halland County Administrative Board,Ministry of Finance,Sweden,governor of Halland County
Västernorrland County Administrative Board,Ministry of Finance,Sweden,governor of Västernorrland County
Stockholm County Administrative Board,Ministry of Finance,Sweden,governor of Stockholm County
Södermanland County Administrative Board,Ministry of Finance,Sweden,governor of Södermanland County
Jämtland County Administrative Board,Ministry of Finance,Sweden,governor of Jämtland County
Västmanland County Administrative Board,Ministry of Finance,Sweden,governor of Västmanland County
Örebro County Administrative Board,Ministry of Finance,Sweden,governor of Örebro County
Skåne County Administrative Board,Ministry of Finance,Sweden,governor of Skåne County
Gävleborg County Administrative Board,Ministry of Finance,Sweden,governor of Gävleborg County
Västerbotten County Administrative Board,Ministry of Finance,Sweden,governor of Västerbotten County
