col0,col1,col2,col3,col4
Kiyomizu-dera,Sakanoue no Tamuramaro,Higashiyama-ku,National Treasure,Saigoku Kannon Pilgrimage
Tō-ji,Emperor Kammu,Minami-ku,National Treasure,Thirteen Buddhist Sites of Kyoto
Yakushi-ji,Temmu,Nara,part of World Heritage Site,Nanto Shichi Daiji
Kōfuku-ji,Fujiwara no Fuhito,Nara,part of World Heritage Site,Nanto Shichi Daiji
Yakushi-ji,Temmu,Nara,National Treasure,Nanto Shichi Daiji
Kōfuku-ji,Fujiwara no Fuhito,Nara,National Treasure,Nanto Shichi Daiji
Tōshōdai-ji,Jianzhen,Nara,part of World Heritage Site,Historic Monuments of Ancient Nara
Yakushi-ji,Temmu,Nara,part of World Heritage Site,Historic Monuments of Ancient Nara
Kōfuku-ji,Fujiwara no Fuhito,Nara,part of World Heritage Site,Historic Monuments of Ancient Nara
Tōshōdai-ji,Jianzhen,Nara,National Treasure,Historic Monuments of Ancient Nara
Yakushi-ji,Temmu,Nara,National Treasure,Historic Monuments of Ancient Nara
Kōfuku-ji,Fujiwara no Fuhito,Nara,National Treasure,Historic Monuments of Ancient Nara
Enryaku-ji,Saichō,Sakamotohonmachi,part of World Heritage Site,Historic Monuments of Ancient Kyoto
Daigo-ji,Shōbō,Fushimi-ku,part of World Heritage Site,Historic Monuments of Ancient Kyoto
Tō-ji,Emperor Kammu,Minami-ku,part of World Heritage Site,Historic Monuments of Ancient Kyoto
