col0,col1,col2,col3
Ariège,Ariège,The Nuttall Encyclopædia,Occitania
Gers,Gers,Brockhaus and Efron Encyclopedic Dictionary,Occitania
Aude,Aude,Brockhaus and Efron Encyclopedic Dictionary,Occitania
Lot,Lot,Brockhaus and Efron Encyclopedic Dictionary,Occitania
Hérault,Hérault,Brockhaus and Efron Encyclopedic Dictionary,Occitania
Lot-et-Garonne,Lot,Brockhaus and Efron Encyclopedic Dictionary,Nouvelle-Aquitaine
Dordogne,Dordogne,Brockhaus and Efron Encyclopedic Dictionary,Nouvelle-Aquitaine
Charente-Maritime,Charente,Brockhaus and Efron Encyclopedic Dictionary,Nouvelle-Aquitaine
Charente,Charente,Brockhaus and Efron Encyclopedic Dictionary,Nouvelle-Aquitaine
Aube,Aube,Brockhaus and Efron Encyclopedic Dictionary,Grand Est
Ardennes,Ardennes,Brockhaus and Efron Encyclopedic Dictionary,Grand Est
