col0,col1,col2,col3
UC Nantes Atlantique 2015,UC Nantes Atlantique 2014,UC Nantes Atlantique,UC Nantes Atlantique 2016
BIC 2000 2015,BIC 2000 2014,BIC 2000,BIC 2000 2016
Verandas Willems-Crabbé-CC Chevigny 2015,Verandas Willems-CC Chevigny 2014,Verandas Willems-Crabbé-CC Chevigny,Verandas Willems-Crabbé-CC Chevigny 2016
VL Technics-Experza-Abutriek 2015,2014 VL Technics-Experza-Abutriek season,VL Technics-Experza-Abutriek,VL Technics-Experza-Abutriek 2016
KSV Deerlijk-Gaverzicht 2015,KSV Deerlijk-Gaverzicht in 2014,Meubelen Gaverzicht-Glascentra,Meubelen Gaverzicht-Glascentra 2016
BMC Development 2015,BMC Development 2014,BMC Development,BMC Development 2016
VC Rouen 76 2015,VC Rouen 76 2014,VC Rouen 76,VC Rouen 76 2016
ESEG Douai-Origine Cycles 2015,ESEG Douai 2014,ESEG Douai-Origine Cycles,ESEG Douai-Origine Cycles 2016
EC Raismes Petite-Forêt 2015,EC Raismes Petite-Forêt 2014,EC Raismes Petite-Forêt,EC Raismes Petite-Forêt 2016
CC Nogent-sur-Oise 2015,CC Nogent-sur-Oise 2014,CC Nogent-sur-Oise,CC Nogent-sur-Oise 2016
African Wildlife Safaris 2013,African Wildlife Safaris 2012,African Wildlife Safaris,African Wildlife Safaris 2014
PWC Aliplast 2010,PWC Jan Snel 2009,Cibel-Cebon,PWC Aliplast 2011
PWC Jan Snel 2009,PWC Jan Snel 2008,Cibel-Cebon,PWC Aliplast 2010
Nasu Blasen 2014,Nasu Blasen 2013,Nasu Blasen,Nasu Blasen 2015
SC Michela Fanini 2019,SC Michela Fanini 2018,S.C. Michela Fanini,SC Michela Fanini 2020
Lotto-Soudal U23 2018,Lotto-Soudal U23 2017,Lotto-Soudal U23,Lotto-Soudal U23 2019
Vendée U 2015,Vendée U 2014,Vendée U,Vendée U 2016
EFC-Etixx 2015,EFC-Omega Pharma-Quick Step 2014,EFC-L&R-Vulsteke,EFC-Etixx 2016
Seven Rivers 2015,Astana Continental 2014,Astana City,Astana City 2016
Lotto-Soudal U23 2015,Lotto-Belisol U23 2014,Lotto-Soudal U23,Lotto-Soudal U23 2016
